TZ_CODE11,TZ_NAME11,SA2_11,SA2_NAME11,SA3_11,SA3_NAME11,SA4_11,SA4_NAME11,GSC District,LGA 2011 NAME,Precinct (Oct 16),ERP_2011,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056
1826,Lane Cove,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),4091.10,4183.62,4272.40,4411.64,4568.69,4694.21,4852.93,5050.37,5256.86,5563.19
1827,Carisbrook House Lane Cove,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),2666.52,3427.22,3718.68,4162.11,4629.40,4977.60,5402.71,5751.59,6269.82,6640.20
1828,Lane Cove_Longueville Rd and Dorritt St,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),2043.38,2190.06,2643.21,3055.07,3438.72,3509.38,3660.85,4004.69,4139.93,4383.81
1829,Lane Cove Country Club,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),1907.00,1900.64,2329.91,2721.19,3069.92,3144.49,3237.57,3312.90,3488.55,3693.64
1830,Riverview,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),3329.00,3501.21,3550.35,3585.49,3725.03,4021.17,4294.04,4492.52,4805.98,5087.60
1831,Greenwich Hospital,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),2924.08,3277.80,3392.34,3552.83,3728.53,3850.88,3996.65,4122.36,4353.04,4607.27
1832,St Leonards_Park Rd and River Rd,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),St Leonards,1527.84,1714.44,2344.24,2687.37,3657.72,5015.58,5748.98,6200.52,6796.55,7204.42
1833,Northwood Ferry Wharf,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),964.00,1013.01,1018.77,1023.02,1062.57,1154.17,1236.33,1292.03,1385.07,1466.21
1834,Longueville Private Hospital,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),2209.00,2141.04,2156.11,2179.11,2286.02,2481.41,2666.15,2802.52,3010.30,3186.95
1835,Greenwich Point Ferry Wharf,121011400,Lane Cove - Greenwich,12101,Chatswood - Lane Cove,121,Sydney - North Sydney and Hornsby,North,Lane Cove (A),Lane Cove (A) (REM),1716.08,1863.02,1885.29,1926.47,1985.16,2065.16,2153.93,2224.55,2356.52,2494.02
800,Cockatoo Island,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt (A) (REM),0.00,3.18,3.32,3.42,3.54,3.67,3.94,4.20,4.47,4.75
801,Birchgrove Louisa Rd Wharf,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,3311.00,3396.24,3403.34,3403.33,3402.01,3404.83,3409.22,3447.95,3522.53,3619.40
802,Balmain West Elliott St Wharf,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,1529.00,1638.54,1799.79,1800.89,1801.53,1804.44,1809.71,1826.82,1858.03,1897.86
803,Balmain_Thames St and Trouton St,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,1872.64,1941.88,1943.82,1945.25,1946.25,1949.64,1955.88,1976.65,2012.70,2058.54
804,Balmain_Montague St and Darling St,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,2595.52,2725.00,2779.09,2779.00,2777.81,2780.02,2783.40,2810.46,2863.64,2932.90
805,Balmain Ferry Wharf Darling Street,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,1980.00,2057.00,2071.49,2071.42,2070.54,2072.18,2074.69,2095.19,2134.80,2186.36
806,Gladstone Park,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,1488.00,1596.49,1636.63,1641.12,1645.97,1652.91,1666.69,2022.17,2643.00,3438.65
807,Balmain_Roseberry St,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,1859.84,2030.00,2045.93,2045.86,2044.99,2046.61,2049.09,2068.36,2105.54,2153.99
808,Balmain_Punch Pk,120021387,Balmain,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,1107.00,1240.00,1277.76,1277.72,1277.17,1278.19,1279.75,1282.69,1287.32,1293.67
812,Rozelle Bay MLR,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,2628.00,2633.71,2647.70,2667.48,2892.44,3982.82,6004.68,6812.23,6846.17,6889.86
813,Lilyfield MLR,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,2728.81,2691.00,2740.23,2781.48,2879.16,2922.54,3076.68,3262.51,3416.16,3423.30
814,Leichhardt Darley Rd,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,2481.88,2681.20,2786.68,3017.65,3099.05,3133.27,3276.62,3470.01,3639.35,3648.98
815,Leichhardt_Catherine St and Hill St,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,1580.01,1816.86,1829.29,1840.75,1853.23,1865.31,1935.11,2051.64,2164.84,2186.91
816,Leichhardt_Foster St and Walter St,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,2676.00,2776.61,2818.06,2855.10,2890.53,2919.56,3067.44,3294.76,3507.64,3537.08
817,Leichhardt_Town Hall,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),"Norton Street, Leichhardt",1430.58,1466.26,1482.72,1500.91,1513.83,1522.65,1545.27,1580.96,1626.19,1667.61
818,Annandale_Johnston St and Booth St,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,3269.00,3485.50,3514.53,3519.46,3524.03,3532.64,3551.43,3599.21,3675.43,3765.01
819,Leichhardt_Norton Plaza_Italian Forum,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),"Norton Street, Leichhardt",2534.72,2725.15,2910.46,3030.40,3106.03,3137.32,3238.99,3378.19,3509.81,3577.32
820,Annandale,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,3324.00,3708.59,3823.32,3846.86,3866.27,3884.42,3930.03,4088.70,4327.89,4606.62
821,Leichhardt_Market Place,120021388,Leichhardt - Annandale,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Leichhardt Surrounds,3339.00,3602.99,4906.67,4974.99,5022.73,5051.36,5103.07,5238.99,5455.68,5736.09
824,Balmain High School,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,1936.44,2461.00,2517.22,2518.83,2519.70,2523.22,2530.09,2703.50,3040.49,3472.05
825,Rozelle_Cambridge St and Moodie St,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,1006.00,1021.62,1070.41,1256.02,1311.63,1332.34,1393.39,1458.05,1509.42,1516.47
826,Rozelle Public School,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,2214.56,2162.00,2180.29,2184.50,2184.42,2186.39,2189.49,2219.06,2271.06,2338.60
827,Balmain_Smith St and Marsfield St,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,476.00,467.00,466.82,466.80,466.61,466.97,467.54,469.58,473.16,477.90
828,Balmain_Coal Berth,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,0.00,4.20,33.83,348.63,712.38,967.40,1440.02,1794.96,2107.19,2509.36
829,Callan Park_Rozelle,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,197.54,269.17,278.83,287.14,296.91,306.22,340.86,388.91,434.49,447.81
830,Glebe Island,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,0.00,0.00,43.54,43.54,350.82,617.72,1112.48,2099.61,3519.69,5346.79
831,Rozelle_Easton Pk,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,2845.00,3032.83,3095.20,3807.77,3991.99,4053.02,4165.62,4224.84,4259.06,4303.09
832,Rozelle Yard,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,0.00,7.00,7.00,7.01,503.11,842.23,1469.11,1719.74,1735.59,1755.98
833,Lilyfield_Balmain Rd and Grove St,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,2988.00,2960.99,3021.47,3050.13,3126.19,3158.08,3239.45,3317.77,3382.60,3407.82
834,Leichhardt Oval,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Balmain,2243.46,2285.01,2328.36,2365.17,2401.43,2430.57,2600.67,2871.47,3126.20,3151.13
835,Lilyfield_War Memorial Pk,120021389,Lilyfield - Rozelle,12002,Leichhardt,120,Sydney - Inner West,Central,Leichhardt (A),Central Sydney,0.00,0.00,0.00,0.00,122.65,157.41,221.82,306.42,414.34,553.26
3600,Heckenberg,127011504,Ashcroft - Busby - Miller,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3076.00,3213.04,3308.18,3396.82,3429.79,3441.08,3446.15,3477.27,3513.98,3588.11
3601,Busby,127011504,Ashcroft - Busby - Miller,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),4339.00,4427.06,4611.54,4827.99,5018.87,5163.72,5522.40,5915.21,6321.51,6323.73
3602,Ashcroft High School,127011504,Ashcroft - Busby - Miller,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3410.00,3685.05,3811.15,4001.53,4176.66,4309.06,4677.34,5090.59,5519.24,5521.19
3603,Valley Community Music Centre Sadleir,127011504,Ashcroft - Busby - Miller,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3154.00,3249.04,3356.80,3507.52,3645.59,3750.37,4015.52,4307.23,4608.96,4610.57
3604,Miller Shopping Centre,127011504,Ashcroft - Busby - Miller,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3188.00,3346.24,3539.19,4288.21,4993.82,5515.19,7098.20,8900.86,10776.37,10782.98
3607,Kemps Creek,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,584.00,597.01,863.70,1204.76,1521.12,1753.54,1870.29,1883.16,1885.73,1891.01
3608,Badgerys Creek_Martin Rd and Cuthel St,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,318.92,178.00,178.15,224.96,235.42,235.97,236.20,249.36,265.44,297.86
3609,Badgerys Creek,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Western Sydney Airport,93.80,27.00,27.00,30.12,30.57,52.12,62.94,64.33,64.84,65.87
3610,Sydney International Shooting Centre,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),778.00,2387.03,2625.61,3161.30,3446.40,3453.75,3456.79,3831.16,4293.76,5226.12
3611,Kemps Creek_Western Rd and Tavistock Rd,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,550.16,549.01,554.59,781.47,998.00,1157.00,1236.89,1246.23,1248.73,1253.83
3612,Badgerys Creek_Inghams Multiplication Farm,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,56.28,13.00,13.00,21.52,22.04,132.89,188.55,194.12,194.71,195.90
3613,Russian Sports Association,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,182.45,171.00,183.58,227.03,227.99,958.23,1325.99,1360.77,1361.78,1363.90
3614,Kemps Creek_Czechoslovakian Country Club,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,425.39,407.01,422.34,517.39,519.74,2119.93,2925.82,3002.22,3004.69,3009.85
3615,Kemps Creek Nature Reserve,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,155.36,159.00,183.97,502.18,874.62,1816.78,2291.13,2858.23,3356.61,4361.03
3616,Austral_Craik Ave and Seventeenth Ave,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,445.64,419.01,626.20,2405.57,3873.69,5600.29,6469.08,7175.92,7787.06,9018.97
3617,Bringelly_Mersey Rd and Severn Rd,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Western Sydney Airport,352.80,328.00,360.31,418.88,421.02,1379.05,1861.52,1907.81,1909.98,1914.47
3618,Thompson Creek and South Creek,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,0.00,0.00,0.00,0.01,0.08,0.14,0.16,0.17,0.17,0.17
3619,Rossmore Grange,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,346.00,344.00,366.49,437.02,439.14,1611.66,2202.15,2258.43,2260.62,2265.17
3620,NSW Animal Welfare League Rossmore,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,444.70,483.01,536.66,618.95,621.57,1978.01,2661.11,2755.87,2787.11,2850.22
3621,West Hoxton Shopping Centre,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,394.16,314.00,318.20,696.26,1136.46,2249.70,2810.18,3602.01,4307.41,5729.03
3622,RAAF,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,207.20,177.00,192.92,248.86,250.11,1192.87,1667.67,1712.61,1713.97,1716.83
3623,Bringelly_Kelvin Park Dr and The Retreat,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,229.44,250.00,271.95,377.79,1662.37,2600.54,3072.70,3117.74,3119.35,3122.77
3624,Austral,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,383.24,420.01,557.29,917.56,1324.01,2351.80,2869.20,3452.93,3967.79,5005.47
3625,Bents Basin Greendale,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Western Sydney Airport,366.00,361.00,385.19,734.41,818.83,818.94,818.99,929.29,1065.42,1339.56
3626,Bringelly_Findley Rd and Francis St,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,669.52,620.01,677.50,749.82,750.74,1588.47,2010.28,2051.49,2054.44,2060.50
3627,Austral_Kelly St and Tenth Ave,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,447.66,491.01,529.20,850.41,1482.49,2699.14,3311.63,4034.65,4680.38,5981.78
3628,Bringelly Public School,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,132.48,137.00,145.25,205.09,205.96,1165.98,1649.48,1694.94,1695.96,1698.10
3629,Bringelly_Kelvin Park Dr and Medich Pl,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,487.56,511.01,574.94,793.58,3261.04,5065.45,5973.54,6064.14,6071.03,6085.29
3630,Austral Bowling Club,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,488.00,615.01,1042.49,1296.34,1618.61,2353.04,2722.63,3195.70,3619.98,4475.10
3631,Rossmore,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,387.50,446.01,468.79,526.13,527.33,1373.01,1798.86,1845.12,1852.28,1866.82
3632,Rossmore Trial Track,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,481.80,516.01,554.66,615.84,618.63,1598.19,2091.46,2174.92,2212.73,2289.06
3633,Austral_Boyd St and Little St,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),West PGA,247.94,229.00,260.65,517.36,856.51,1507.94,1835.87,2136.37,2397.08,2922.57
3634,Austral_Scalabrini Village,127011505,Badgerys Creek - Greendale,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Leppington,568.00,474.26,573.66,733.03,1403.07,1891.61,2144.31,2790.64,3363.77,4498.73
3708,Cecil Hills Shopping Centre,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3583.00,3655.05,3727.68,3902.21,4039.78,4144.63,4287.26,4414.68,4543.54,4545.11
3709,Cecil Hills High School,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3620.00,3613.05,3635.04,3790.71,3834.18,3854.91,3867.41,3905.34,3950.17,4032.79
3710,Green Valley_Paramor Reserve,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2829.00,2836.04,3081.43,3418.08,3567.96,3575.40,3578.48,3766.46,3996.71,4460.87
3711,Green Valley Primary School,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3545.00,3546.05,3634.44,3724.77,3760.28,3782.20,3792.56,3815.87,3843.67,3899.87
3712,Elizabeth Hills,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),0.00,2630.03,3116.82,3603.11,3980.72,4260.62,4400.82,4558.11,4754.89,5151.65
3713,Green Valley,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3572.00,3522.05,3555.24,3649.11,3674.94,3682.46,3685.59,3710.85,3739.68,3797.94
3714,The Valley Plaza,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Green Valley,3027.00,3089.04,3171.88,3469.20,3703.59,3878.68,3966.17,3989.97,4011.46,4054.97
3715,Hinchinbrook Primary School,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2311.00,2330.03,2361.72,2412.64,2428.69,2433.55,2435.56,2451.18,2468.94,2504.85
3716,Hinchinbrook,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2847.00,2898.04,2947.52,3021.28,3045.14,3051.25,3053.78,3078.07,3106.13,3162.80
3717,Hoxton Park High School,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),1669.00,1681.02,1891.58,1978.90,2010.58,2014.70,2016.40,2053.11,2097.27,2186.36
3718,Hinchinbrook_Whitford Rd and Centaurus Dr,127011507,Green Valley - Cecil Hills,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3155.00,3195.04,3229.84,3317.63,3377.33,3424.66,3447.88,3465.68,3487.13,3530.52
3721,Middleton Grange_Garrett St and Sixteenth Av,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),203.30,1181.14,1929.09,3071.16,3487.36,3567.32,3607.00,4051.43,4571.85,5620.37
3722,Middleton Grange,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),251.45,1840.02,2575.44,5425.41,6143.13,6181.06,6198.88,6945.91,7779.26,9458.87
3723,Hoxton Park_Glen Innes Rd and Hoxton Park Rd,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2283.00,2719.04,2779.80,2982.72,3065.77,3072.31,3075.03,3176.05,3299.21,3547.54
3724,West Hoxton_Grimson Park,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),291.05,319.21,330.51,374.38,396.39,435.48,455.30,471.11,490.96,530.38
3725,West Hoxton,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),4458.00,5102.07,5157.51,5563.39,5684.12,5695.69,5700.47,5845.85,6022.16,6377.70
3726,Hoxton Park_Brownes Farm Reserve,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),1535.00,1673.02,1723.18,1849.90,1917.96,1959.12,1979.51,2026.12,2086.25,2207.49
3727,Hoxton Park,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),1697.00,2505.03,2911.11,3315.46,3525.81,3540.84,3547.74,3813.49,4141.84,4803.68
3728,Greenway Park Primary School,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2788.00,2956.04,2979.90,3067.32,3092.97,3099.17,3101.73,3128.35,3159.32,3221.86
3729,Horningsea Park,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Carnes Hill,204.93,1252.02,1370.03,2126.91,2462.68,2643.14,2733.53,2990.04,3323.48,3995.56
3730,West Hoxton_Dowling St and Gould St,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2011.20,2027.15,2062.81,2141.76,2174.66,2209.10,2226.34,2250.29,2280.35,2340.20
3731,Horningsea Park_John Edmondson High School,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),1954.94,2164.03,2267.43,2342.40,2371.01,2375.83,2377.83,2410.15,2448.62,2526.27
3732,Horningsea Park_Grand Bazaar Trash and Treasure Hoxton Park Hornings,127011508,Hoxton Park - Horningsea Park,12701,Bringelly - Green Valley,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),1655.13,1696.02,1718.31,1760.70,1773.40,1776.96,1778.44,1791.01,1805.36,1834.36
3800,Casula Shopping Centre,127031522,Casula,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2789.00,3528.44,3870.87,4251.83,4603.35,4867.28,5581.65,6384.89,7231.16,7238.66
3801,Casula Station,127031522,Casula,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),1956.00,2077.22,2342.80,2462.23,2553.03,2622.61,2714.68,2803.22,2897.95,2918.10
3802,Casula Mall Shopping Centre,127031522,Casula,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Casula Mall,2615.00,2254.03,2373.37,2696.40,2978.38,3187.36,3670.16,4191.29,4736.94,4738.68
3803,Casula,127031522,Casula,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3493.00,3806.45,3923.84,4305.50,4463.19,4518.33,4567.66,4758.55,4989.49,5388.67
3804,All Saints High School,127031522,Casula,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),4458.00,4584.06,4824.65,4956.86,5008.71,5025.07,5032.40,5085.22,5148.99,5277.74
3805,Crossroads Homemaker Centre,127031522,Casula,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),0.00,4.86,5.00,5.14,5.25,5.39,5.49,5.59,5.69,5.79
3808,Lakeside Shopping Centre,127031523,Chipping Norton - Moorebank,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3725.00,3816.05,3877.74,4001.75,4105.16,4185.18,4371.03,4572.28,4780.85,4782.49
3809,Chipping Norton Shopping Centre,127031523,Chipping Norton - Moorebank,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),2113.56,2078.10,2145.37,2218.04,2272.16,2320.60,2366.61,2410.15,2455.69,2484.18
3810,Chipping Norton Industrial Estate,127031523,Chipping Norton - Moorebank,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),120.00,102.00,102.08,103.69,104.17,104.38,104.47,104.94,105.46,106.52
3811,Chipping Norton Lake,127031523,Chipping Norton - Moorebank,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3812,Moorebank High School,127031523,Chipping Norton - Moorebank,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),3202.44,3336.21,3733.31,3949.65,4115.32,4241.10,4435.29,4619.71,4809.23,4811.51
3813,Moorebank_Cooper Av and King La,127031523,Chipping Norton - Moorebank,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool,889.00,960.01,960.79,978.16,983.19,985.15,985.96,991.05,996.75,1008.29
3814,Moorebank Industrial Area,127031523,Chipping Norton - Moorebank,12703,Liverpool,127,Sydney - South West,South West,Liverpool (C),Liverpool (C) (REM),0.00,3.10,3.52,4.00,4.38,4.84,5.19,5.54,5.90,6.26
