TZ_CODE11,TZ_NAME11,SA2_11,SA2_NAME11,SA3_11,SA3_NAME11,SA4_11,SA4_NAME11,GSC District,LGA 2011 NAME,Precinct (Oct 16),ERP_2011,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056
900,Ashfield_Frederick St and Henry St,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),3375.00,3424.30,3456.40,3469.48,3487.53,3509.04,3671.64,3823.51,3917.87,4116.82
901,Ashfield_Chandos St and Loftus St,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),3481.00,3865.82,3902.31,3927.42,3964.85,4010.53,4142.02,4231.12,4298.40,4515.50
902,Ashfield Station_North,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield,4103.00,4425.77,4488.38,4521.20,4568.33,4625.03,4732.76,4793.99,4863.63,5109.73
903,Ashfield Park,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield,1737.00,1949.65,1998.03,2043.99,2112.46,2192.26,2316.50,2346.23,2378.00,2501.85
904,Ashfield Station_South,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield,2762.18,3151.99,4212.64,4619.24,5058.40,5327.75,6098.54,6881.74,8023.30,8542.04
905,Ashfield,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),3155.00,3203.86,3227.55,3239.39,3256.26,3276.49,3325.86,3366.17,3409.07,3579.41
906,Masonic Hospital,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield,3359.03,3505.51,3652.86,3687.35,3726.27,3766.29,3976.14,4229.61,4536.53,4784.80
907,Canterbury Boys High School,120031390,Ashfield,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),2106.79,2069.93,2089.29,2091.87,2093.81,2095.20,2174.32,2266.06,2338.44,2456.97
949,Dobroyd Pt Primary School,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),1607.00,1646.27,1649.18,1649.98,1650.85,1651.58,1746.23,1859.80,1950.13,2051.61
950,Haberfield,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),2665.00,2412.49,2414.79,2415.77,2417.10,2418.62,2719.48,3042.51,3223.09,3393.34
951,Haberfield_Marion St and Ramsay Rd,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),2739.00,2666.99,2667.09,2666.99,2666.87,2666.82,2915.95,3184.89,3334.43,3507.63
952,Summer Hill Station_North,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),2466.00,2650.99,2706.00,2724.26,2747.82,2774.39,2987.74,3202.93,3353.48,3530.04
953,Summer Hill Station_South,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),345.30,546.31,594.82,600.19,603.47,605.41,632.71,674.61,729.96,770.34
954,Allied Mills,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield (Rem),1591.30,1476.22,2146.52,2219.45,2262.93,2288.08,2501.12,2774.06,3088.64,3273.33
955,Summer Hill_Henson St and Junction Rd,120031395,Haberfield - Summer Hill,12003,Strathfield - Burwood - Ashfield,120,Sydney - Inner West,Central,Ashfield (A),Ashfield,2552.40,2640.89,2678.54,2684.82,2690.59,2695.57,2743.07,2791.92,2829.19,2969.30
1300,Auburn_Parramatta Rd and Rawson St,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Parramatta Rd,48.15,46.00,46.00,46.00,45.99,45.95,45.95,78.61,135.85,289.48
1301,Auburn_Domayne,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Parramatta Rd,101.85,46.00,46.03,46.02,45.99,45.96,45.96,55.21,71.43,114.95
1302,Clyde Marshalling Areas,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1303,Auburn Girls High School,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Parramatta Rd,1939.00,2142.06,2163.55,2173.04,2183.72,2197.03,2228.22,2374.53,2624.30,3177.59
1304,Auburn_McDonalds,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Parramatta Rd,2193.00,2497.07,2498.64,2498.22,2496.60,2494.86,2494.52,2516.39,2559.82,2675.46
1305,Auburn_Bardo Park,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),2859.00,3315.24,3417.37,3518.97,3653.06,3821.30,4226.60,4858.88,5503.21,5683.97
1306,Auburn Station_North,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn,3326.00,3933.86,5264.25,5674.37,6071.89,6525.18,7138.27,7898.89,8616.19,8652.83
1307,Auburn_Mona Pk,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),3514.21,3937.10,4050.09,4060.61,4062.23,4061.47,4061.92,4153.63,4340.66,4841.22
1308,St Josephs Hospital,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),2488.25,2527.91,3585.17,3844.28,4067.59,4309.43,4524.81,4800.80,5129.23,5539.33
1309,Auburn Station_South,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn,3062.61,3847.24,5728.26,7174.73,8811.06,10772.78,12804.75,14826.68,16462.83,16456.32
1310,Auburn Botanic Gardens,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),3049.20,3226.09,3339.60,3375.23,3408.32,3446.18,3522.98,3709.20,3971.63,4397.94
1311,Auburn Hospital District Hospital,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),4312.14,4546.48,4797.87,4962.37,5141.40,5354.09,5782.64,6483.87,7258.56,7808.48
1312,Auburn,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),1653.02,1925.14,2029.78,2040.21,2043.18,2044.03,2044.95,2104.90,2227.46,2555.28
1313,Auburn_Wellington Rd and Park Rd,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),2971.57,3115.12,3260.39,3274.51,3278.07,3278.63,3279.61,3370.37,3555.89,4052.47
1314,Auburn_Rosnay Golf Club,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),1609.00,1725.05,1784.89,1808.14,1831.13,1857.93,1919.51,2041.37,2192.73,2367.89
1315,Regents Park_Peter Hislop Park,125011472,Auburn,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),1907.00,2102.05,2237.99,2293.14,2345.39,2404.00,2516.35,2677.02,2833.25,2860.52
1318,Sydney Olympic Park Ferry Wharf,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Wentworth Point,0.00,1605.89,5938.09,7097.50,7565.04,7817.85,7955.23,8320.55,8897.15,10374.00
1319,Mulawa and Silverwater Correctional Centre,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,1415.00,1891.82,2344.14,2653.79,2942.26,3252.73,3490.62,3782.73,4133.24,4672.00
1320,Newington Nature Reserve,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Wentworth Point,2963.00,5706.32,9369.87,12286.37,13624.84,14290.47,14622.92,14775.56,14890.68,15141.73
1321,Silverwater_Newington Reserve,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.89,27.26,73.89
1322,Silverwater,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,0.00,3.13,3.88,4.39,4.87,5.39,5.78,6.17,6.57,6.97
1323,Silverwater_Silverwater_ Stubbs St and Beaconsfield St,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,1260.00,1673.04,1722.98,1751.26,1781.39,1817.24,1912.40,2065.53,2219.71,2272.88
1324,Silverwater_Silverwater Industrial,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
1325,Newington,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,3348.99,3619.10,3658.96,3853.32,3948.00,3994.81,4017.97,4094.65,4231.69,4598.04
1326,Olympic Park Station,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,0.00,1803.86,4788.93,7915.47,11530.95,15889.51,17991.37,18602.04,18717.41,18942.99
1327,Newington_Newington Bvd and Wing Pde,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,2878.01,3233.09,3244.49,3261.48,3280.34,3303.61,3367.69,3535.30,3772.00,4157.04
1328,Homebush Bay Industrial Area,125011473,Homebush Bay - Silverwater,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Sydney Olympic Park,0.00,36.98,2328.84,5885.67,10111.22,14862.63,17135.26,18051.87,18662.60,20293.16
1333,Auburn_Tooheys,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Parramatta Rd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.45,155.39,420.96
1334,Lidcombe_Frances St and Edith St,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Parramatta Rd,2750.00,3123.08,3248.91,3280.04,3306.51,3335.84,3404.65,3590.28,3850.18,4304.49
1335,Lidcombe_Platform and Belgium St,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Parramatta Rd,1412.00,1441.04,1490.92,1495.63,1496.55,1496.43,1496.66,1565.33,1699.71,2059.89
1336,Lidcombe Station,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Lidcombe,3266.00,3985.32,5227.00,5642.31,5988.96,6359.96,6977.74,7793.94,8564.73,8577.27
1337,Lidcombe_Birnie Ave_South,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1338,Lidcombe_Phillips Pk,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),1726.00,1940.05,2018.15,2065.47,2121.60,2190.30,2355.92,2630.24,2926.08,3095.97
1339,Lidcombe_Woodburn Rd and Wilfred St,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),2171.00,2310.06,2369.01,2396.76,2426.89,2463.13,2548.36,2698.66,2869.27,3009.83
1340,Berala_Dudley Reserve,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),2178.00,2255.06,2335.54,2365.95,2396.37,2431.96,2514.45,2653.21,2804.91,2904.28
1341,Lidcombe_Joseph St and James St,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Lidcombe,1144.00,1455.49,2583.57,3359.10,4224.19,5256.48,6277.77,7321.43,8237.91,8239.69
1342,Lidcombe,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),2655.00,2956.22,3081.05,3093.57,3096.91,3097.72,3098.92,3167.64,3308.03,3682.90
1343,Berala Station,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),3581.00,3761.10,3840.59,3891.67,3954.29,4032.03,4261.15,4606.04,4928.45,4927.67
1344,Berala,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),4313.00,4420.39,4504.57,4523.47,4537.86,4553.64,4594.60,4702.57,4856.01,5113.90
1345,Regents Park Estate_Industrial Park,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),20.00,31.00,31.02,31.01,31.00,30.98,30.97,30.99,31.02,31.10
1346,Minda Juvenile Justice Centre Lidcombe,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),1663.00,2935.43,3057.85,3096.02,3129.72,3166.97,3231.09,3347.86,3487.56,3676.51
1347,Regents Park Station,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),4001.00,4081.11,4169.37,4192.52,4213.72,4238.34,4342.65,4589.54,4913.78,5348.55
1348,Sefton_Jensen Park,125011474,Lidcombe - Regents Park,12501,Auburn,125,Sydney - Parramatta,South,Bankstown (C),Bankstown (C) (REM),723.00,729.02,780.99,830.37,886.95,955.18,1042.33,1193.38,1381.10,1669.29
1351,Rookwood,125011475,Rookwood Cemetery,12501,Auburn,125,Sydney - Parramatta,West Central,Auburn (C),Auburn (C) (REM),0.00,3.00,3.72,4.21,4.67,5.16,5.54,5.91,6.29,6.68
1200,Villawood Detention Centre,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Bankstown (C) (REM),4062.00,4479.64,5108.88,5473.50,5642.97,5795.26,5950.34,6124.42,6307.96,6488.50
1201,Chester Hill_Elliston St and Hector St,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Bankstown (C) (REM),2074.00,2357.12,2436.41,2510.48,2560.77,2605.97,2661.88,2728.50,2805.06,2871.22
1202,Leightonfield Station_North,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Bankstown (C) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1203,Chester Hill Station_North,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Chester Hill,2457.00,2705.60,2938.27,3385.95,3777.22,4137.24,5099.00,6260.21,7631.47,7832.88
1204,Sefton Station_North,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Bankstown (C) (REM),1553.00,1711.99,1854.59,2061.36,2229.27,2382.50,2682.07,3045.29,3477.97,3566.23
1205,Villawood Industrial Area_Southern End_Leighton Station,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Bankstown (C) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1206,Chester Hill Station_South,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Chester Hill,3266.00,3499.20,3653.67,4047.59,4409.40,4743.22,5198.59,5745.93,6387.99,6552.29
1207,Sefton Station_South,125031479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,South,Bankstown (C),Bankstown (C) (REM),3890.00,4441.97,4575.98,4805.64,5000.72,5179.22,5522.57,5937.55,6428.75,6584.52
2300,Bankstown North Primary School,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),881.07,893.99,963.03,1042.02,1240.75,1777.60,2313.37,2632.97,2769.68,3753.64
2301,La Salle Catholic College,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown,3020.00,2998.20,3343.68,3599.51,3748.02,3879.55,4028.47,4207.86,4402.42,4544.59
2302,Bankstown_Sir Joseph Banks St and Milton St,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown,3952.33,3842.64,3989.81,4167.90,4403.26,4590.20,4676.28,4741.13,4747.85,5125.99
2303,Bankstown West Primary School,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),3857.00,4213.07,4376.00,4612.81,4824.01,5024.88,5296.25,5587.29,5907.42,6174.65
2304,Bankstown_Gordon St and Cairds Ave,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown,2236.00,2447.98,2492.84,2607.95,2794.78,2949.85,3015.98,3063.38,3065.24,3348.58
2305,Bankstown Square,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown,989.60,1322.44,1661.90,2172.11,2976.17,3885.66,4587.30,5030.78,5050.02,6960.82
2306,Mount Lewis,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),1313.00,1354.56,1372.68,1405.25,1453.72,1492.43,1507.74,1518.51,1519.90,1592.27
2307,Bankstown Station_South,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown,2491.00,2594.36,4053.82,5257.26,6559.28,7581.98,7774.64,7921.78,7943.29,8703.26
2308,Bankstown_Oxford Av and Brandon Av,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown,2895.00,2941.98,3113.65,3525.85,4231.07,5022.53,5455.94,5707.52,5715.44,6841.24
2309,Bankstown,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),1390.00,1433.99,1474.38,1549.47,1687.17,1859.24,2014.11,2111.85,2115.36,2607.32
2310,Bankstown_Dorothy Park,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),620.00,635.00,660.70,669.79,673.77,689.01,705.77,713.96,714.25,761.33
2311,Bankstown Girls High School,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown,2781.00,2652.98,3535.08,4183.09,4778.55,5321.37,5582.48,5757.36,5763.21,6615.84
2312,Bankstown_Oxford Av and Koonya Av,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),2073.00,2130.98,2277.46,2588.41,2864.81,3118.68,3436.15,3814.84,4246.39,4355.05
2313,Bankstown_Lidcombe Hospital,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Milperra And Industrial,2857.00,2877.20,3004.99,3183.98,3332.55,3473.37,3692.46,3949.34,4244.51,4368.48
2314,Bankstown_Home Central,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),1166.00,1368.07,1422.45,1646.61,1864.97,2067.92,2315.32,2607.05,2931.60,3011.98
2315,Padstow Industrial Area_Northern End,119011353,Bankstown,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),0.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.38
2318,Villawood,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),3375.00,3655.97,3836.14,4287.97,4701.07,5081.18,5671.68,6385.23,7229.21,7412.63
2319,Bass Hill_Chester Hill Rd and Cann St,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bass Hill,3010.71,3259.27,3401.87,3600.93,3761.93,3910.05,4155.54,4452.96,4808.53,4930.99
2320,Mirambeena Regional Park,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),1670.00,1671.99,1697.38,1733.70,1763.80,1796.55,1843.95,1896.68,1957.47,2004.78
2321,Bass Hill Plaza,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bass Hill,692.00,1059.28,1129.09,1379.87,1802.54,2475.41,2993.50,3374.20,3762.95,3981.84
2322,Setfon Golf Course,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),2166.29,2373.43,2451.34,2577.61,2686.93,2790.90,2970.69,3181.82,3424.83,3523.17
2323,Whitemore Reserve,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),2574.52,2720.20,2785.48,2868.45,2942.62,3051.90,3198.55,3330.77,3458.69,3645.31
2324,Crest Sporting Complex,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),3739.00,4027.66,4133.39,4278.88,4397.06,4506.86,4675.52,4875.17,5105.53,5235.07
2325,Georges Hall,119011354,Bass Hill - Georges Hall,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),3834.48,3990.57,4220.46,4468.81,4651.92,4833.28,5107.86,5431.55,5818.30,5971.28
2328,Fairfax Printers,119011355,Chullora,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2329,Potts Hill,119011355,Chullora,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),0.00,938.99,1221.73,1432.49,1555.43,1664.35,1664.54,1664.75,1664.92,1708.80
2330,Chullora Industrial Area_Southern End,119011355,Chullora,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2331,Yagoona Business Park,119011355,Chullora,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),0.00,3.14,3.34,3.57,3.79,4.03,4.32,4.61,4.90,5.20
2334,Condell Park_South St and Norman St,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),2276.63,2560.18,2672.72,2822.70,2941.41,3049.56,3234.36,3452.44,3694.84,3785.04
2335,Fairfax Comm Newspapers,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown Airport,903.00,974.99,1006.84,1033.09,1049.57,1064.26,1080.03,1098.39,1118.44,1144.55
2336,Condell Park_Jocarm Av and Dalton Av,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Condell Park,2209.00,2437.98,2501.83,2615.12,2712.13,2800.95,3004.79,3243.67,3507.05,3591.75
2337,Bankstown Airport,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown Airport,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2338,Condell Park,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),1899.69,2165.29,2310.20,2496.57,2642.31,2775.01,3012.94,3291.02,3598.08,3687.96
2339,Condell Primary School,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),3005.68,3205.24,3377.74,3581.67,3736.49,3877.37,4111.79,4387.84,4694.09,4810.24
2340,Condell Park_Woorang St and Milperra Rd,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown Airport,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2341,Bankstown Paceway,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown Airport,396.00,491.00,523.31,554.91,576.87,596.65,596.71,653.78,714.87,732.33
2342,Milperra Industrial Area_Western End,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown Airport,0.00,3.36,3.51,3.68,3.85,4.03,4.25,4.46,4.68,4.92
2343,Milperra Industrial Area_Eastern End,119011356,Condell Park,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown Airport,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.08
2346,Woolworths Greenacre,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Chullora Market Place,3861.00,3985.79,4113.48,4356.10,4597.35,4925.11,5347.17,5704.31,6022.39,6589.45
2347,Bankstown Private Hospital,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),3632.00,3705.73,4173.26,4462.06,4666.75,4985.82,5323.23,5591.56,5818.13,6288.83
2348,Greenacre_Waterloo Rd and Rawson Rd,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Greenacre,4906.00,5422.56,5639.77,5884.87,6067.16,6232.39,6509.28,6843.22,7236.25,7410.51
2349,Greenacre,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,Central,Strathfield (A),Strathfield (A) (REM),1179.00,1309.99,1336.39,1368.38,1391.39,1419.11,1461.45,1485.65,1486.53,1620.69
2350,Greenacre Civic Centre,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Greenacre,3781.00,4063.43,4213.75,4455.57,4657.88,4842.96,5191.14,5611.59,6108.08,6257.61
2351,Greenacre_Ethel Pyers Res,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),2465.00,2677.98,2778.74,2894.66,2981.50,3060.18,3172.73,3308.23,3466.79,3549.62
2352,Greenacre Primary School,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Greenacre,3232.00,3429.97,3555.10,3722.04,3854.12,3974.32,4185.99,4440.06,4735.17,4849.33
2353,Mount Lewis Public School,119011357,Greenacre - Mount Lewis,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),2608.00,2697.98,2857.01,3004.08,3103.31,3192.42,3308.49,3448.07,3611.15,3698.27
2356,Padstow_Playford Park,119011358,Padstow,11901,Bankstown,119,Sydney - Inner South West,South,Bankstown (C),Bankstown (C) (REM),1831.00,1932.99,1981.18,2057.01,2120.03,2178.59,2273.31,2388.13,2525.92,2586.35
